;track_uri;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;valence;tempo
6215;1AeV9ipol5nkum28oKhT7f;0.36;0.661;11;-7.681;0.0318;0.0177;0.809;0.248;112.013
6216;5fBI2YzuyOVF0nkYjIGjJv;0.614;0.51;0;-8.76;0.0289;0.0012;0.121;0.0767;103.025
6217;18O00Y7yrkJ0pRXm1n21Og;0.679;0.408;4;-9.754;0.0882;0.133;0.00455;0.151;129.079
6218;0BO6iWcPj20UGEl224pHWA;0.528;0.911;4;-5.203;0.0792;0.0152;0.0;0.576;141.064
6219;7gXLiOE6G2AnOCTlkDwwj2;0.402;0.941;7;-3.175;0.0918;0.00194;0.0;0.176;139.68
6220;6WZhyyH5Sgq2Coniznbk2B;0.192;0.963;4;-9.316;0.0915;2.94e-05;0.703;0.401;161.436
6221;0yS8P7DFNEBYQ5yHadM5z0;0.324;0.197;8;-10.191;0.0337;0.801;0.0;0.338;178.893
6222;5uKZdIleAR6OH7KNAnZNp4;0.618;0.56;4;-12.706;0.0246;0.0521;0.938;0.119;100.054
6223;4eSHBywQpd8lYXPB8xCaOe;0.709;0.735;11;-6.665;0.0966;0.0303;0.0821;0.473;132.597
6224;0Bi1yywe4x2EpWgcuCZ1Hb;0.396;0.774;9;-8.22;0.03;0.0266;0.0347;0.462;169.959
6225;7bhPf1tLkPxWxsRxZVE9nV;0.437;0.462;9;-6.812;0.0321;0.674;1.35e-06;0.139;66.212
6226;3MODES4TNtygekLl146Dxd;0.468;0.607;9;-11.367;0.0336;0.072;0.000852;0.886;98.429
6227;1sxtxIKhRiQwuGpUwHoEHq;0.378;0.756;7;-11.073;0.0673;0.436;0.0351;0.838;131.577
6228;4jLe3N7rJMTBE7MiHiYJeQ;0.343;0.922;7;-4.891;0.0999;0.00065;0.0;0.701;185.956
6229;47BBI51FKFwOMlIiX6m8ya;0.689;0.694;6;-5.83;0.027;0.257;0.0;0.482;99.039
6230;1BQosYLp9h7telvQnnhbtW;0.536;0.388;4;-17.756;0.0392;0.962;0.947;0.221;102.128
6231;2HnMhvOVA1FK8C61nMhJEj;0.651;0.664;5;-7.929;0.0282;0.206;0.202;0.559;121.025
6232;2rqtW7VoGGvol5HaweXAzK;0.482;0.789;2;-7.382;0.0371;0.000542;0.000209;0.402;140.034
6233;1ydZRag9jS1VAXcUs8DAu9;0.616;0.813;9;-8.069;0.0275;0.0164;0.0498;0.778;131.99
6234;3D97kRhZprR6RumFhDFIr4;0.619;0.706;9;-6.391;0.197;0.101;2.62e-05;0.777;204.147
6235;42RynyXHcGYj6Cvwrh7eIZ;0.868;0.794;2;-4.722;0.0616;0.234;3.52e-06;0.781;108.028
6236;2mCOxmplpJPL4MyrdSckaT;0.635;0.696;4;-12.729;0.0309;0.2;0.000583;0.906;124.933
6237;2Y4lgpOT0sPU1TiTmsbpZh;0.409;0.816;0;-4.59;0.0743;0.00384;2.86e-06;0.385;164.841
6238;2Bs4jQEGMycglOfWPBqrVG;0.536;0.768;10;-5.948;0.0347;0.00433;0.0;0.545;77.217
6239;6lQE6LF3MU63Z6VyhPxaV3;0.271;0.742;2;-12.669;0.0529;0.000285;0.26;0.148;91.844
6240;0ZGLuduCPjgWY1n85ykgMe;0.426;0.903;1;-9.661;0.0389;0.00578;0.00945;0.762;122.201
6241;4qPgSwPUGigsmx6gUV2dnU;0.31;0.926;9;-7.58;0.0994;0.0226;0.857;0.158;139.012
6242;2fLyikLZmHxW4XdToFpDdN;0.667;0.478;2;-5.345;0.0316;0.2;0.0;0.337;113.502
6243;751qscrbvFMjXkXJHfzDOf;0.605;0.593;2;-8.706;0.0358;0.142;0.796;0.94;88.314
6244;5uunXHE4kIW6uS4HWAXaOQ;0.333;0.959;2;-4.348;0.072;3.19e-06;0.0563;0.242;137.052
6245;3IdLMaJd33y6vNNiwvV5bp;0.616;0.63;7;-7.692;0.0539;0.269;0.00485;0.177;164.06
6246;0b16LTzby1YRVd2nq2Z0fw;0.588;0.825;4;-5.882;0.0328;0.000197;0.00138;0.397;129.968
6247;2RlgNHKcydI9sayD2Df2xp;0.388;0.338;10;-10.054;0.0329;0.652;3.73e-06;0.478;177.765
6248;6Fkj6ymotXQx2SdcMg387v;0.672;0.809;9;-5.865;0.133;0.278;0.905;0.624;179.947
6249;5f2EEh2ChvKIKobF7VdJRS;0.445;0.247;11;-13.012;0.0275;0.678;1.14e-05;0.0611;98.771
6250;0vg4WnUWvze6pBOJDTq99k;0.675;0.479;0;-9.87;0.0278;0.633;1.76e-05;0.454;81.998
6251;1PiKcVhlmHPvL7IPjx9dJk;0.636;0.319;10;-10.065;0.0718;0.618;1.7e-06;0.378;74.109
6252;4ymO7NB3VD4PsGG1nRyi9Q;0.648;0.292;9;-10.811;0.0322;0.805;0.000351;0.132;117.847
6253;5aaRKAxnbEwyFJ77AweDUW;0.126;0.759;11;-5.189;0.133;0.000566;0.922;0.113;183.501
6254;3hBBKuWJfxlIlnd9QFoC8k;0.795;0.615;5;-5.211;0.0671;0.0786;2.98e-06;0.393;110.009
6255;36WNQJFVjYhDRZ6vJhYXEh;0.492;0.979;0;-2.315;0.0888;0.000367;0.0;0.315;130.005
6256;53SIeTHgXuAOd98hZWV2wD;0.531;0.483;6;-9.729;0.0467;0.763;1.58e-06;0.414;84.814
6257;2bLqfJjuC5syrsgDsZfGmn;0.731;0.807;3;-6.492;0.1;0.181;0.751;0.765;114.759
6258;43klOCoUcqtkNWCqQQvh9W;0.545;0.137;7;-14.803;0.0421;0.782;0.0;0.621;155.179
6259;0qKo5ANjPscBPOHYJV7nHm;0.553;0.934;2;-4.489;0.0418;0.0758;2.84e-06;0.819;141.935
6260;2WpstnkNuH6dUnm3fVLCpU;0.715;0.612;7;-9.85;0.0515;0.000377;0.864;0.95;120.022
6261;7DR3XpocgR9PEo4jUcOGc5;0.243;0.971;4;-4.199;0.0751;0.000241;0.198;0.309;148.184
6262;1VbsSYNXKBpjPvqddk8zjs;0.436;0.872;2;-3.431;0.0306;0.000257;7.02e-05;0.605;174.978
6263;3EoB47UhhyDo8pQVZ3AZnN;0.196;0.166;0;-21.386;0.05;0.832;0.829;0.0287;131.316
6264;6Zo3wgDE076K2AuiGZF3CS;0.793;0.774;0;-3.667;0.0478;0.156;0.0;0.547;113.967
6265;1UdzJEpgJxtuXAlCOvD4S0;0.453;0.673;8;-5.649;0.144;0.32;0.0;0.266;92.06
6266;52Qu0no0NBho3zyRmjlsHn;0.834;0.472;5;-7.777;0.0873;0.412;6.76e-05;0.517;107.014
6267;5oPUBUzrAnwvlmMzl1VW7Y;0.679;0.822;9;-6.117;0.0498;0.0091;0.871;0.32;130.036
6268;5LKhxVISCoBti1rjK5U1hc;0.496;0.531;7;-8.082;0.0281;0.278;0.000201;0.324;149.918
6269;0KT6DLAELYSbgfUemzwGPX;0.565;0.942;8;-6.821;0.0518;0.00107;0.000406;0.568;137.973
6270;64lsIF5pw0sJY0gV5kz0RN;0.641;0.842;9;-7.27;0.0292;0.132;0.91;0.5;129.98
6271;60Kq7E4oH7e5OegDabsIML;0.735;0.542;2;-11.81;0.0391;0.0414;0.794;0.12;120.01
6272;77khP2fIVhSW23NwxrRluh;0.683;0.375;0;-13.056;0.0303;0.579;0.0;0.888;140.467
6273;64TQPdiQqWknjFhPL9QmxJ;0.432;0.656;7;-6.889;0.0419;0.0618;6.01e-05;0.171;130.276
6274;08xlLweLEvZYaKgD1SFhJc;0.293;0.691;9;-5.245;0.0575;0.19;4,00E-06;0.513;182.256
6275;3CL3PBAaY6l0ZuQ3EDw4cl;0.639;0.872;9;-10.968;0.0555;0.00147;0.315;0.608;147.096
6291;4TxKTmlK3Zm0aMPW8kO0VY;0.728;0.779;4;-6.604;0.059;0.345;0.00667;0.451;99.982
6292;7FIcV2kEiO2mvvMbxU5Jkn;0.686;0.497;0;-10.422;0.0579;0.967;0.000416;0.559;118.871
6293;05tgffnXqnSZifeQMktLrt;0.456;0.424;9;-10.615;0.0348;0.402;0.777;0.109;133.024
6294;7MJnmh4f45CoewLnPKiDI4;0.525;0.734;2;-7.01;0.0331;0.121;6.2e-05;0.905;161.904
6295;32dnKMni3I3gwUbWp4mi45;0.27;0.214;7;-15.779;0.029;0.738;0.661;0.0445;135.869
6296;2EM9zpAc7PVeoAydmbfVIL;0.751;0.731;6;-4.419;0.0308;0.0838;0.0;0.973;97.007
6297;3R60ekRcGXuaoZmnbdlf3n;0.763;0.704;0;-4.818;0.308;0.275;0.0;0.735;90.005
6298;3DWOTqMQGp5q75fnVsWwaN;0.522;0.453;2;-7.859;0.0295;0.831;1.21e-06;0.306;103.879
6299;7mPi3VwGrFvjrjPbolaQiG;0.672;0.552;2;-11.556;0.0398;0.00446;0.688;0.849;144.008
6300;3OWaegKIDkK8fHvqQkRF0H;0.502;0.785;4;-7.2;0.0294;0.00236;0.000516;0.56;93.573
6301;4BgbWIYZ2ulDemkKD9TO88;0.54;0.788;7;-6.651;0.0801;0.133;0.374;0.731;109.316
6302;1glJzSUiShhraXl8zjgD22;0.471;0.59;10;-8.377;0.0315;0.00184;0.0;0.349;155.135
6303;20TpBrUb8BOvmtAmsmjeSr;0.26;0.55;11;-11.002;0.0791;0.733;1.22e-06;0.348;115.185
6304;5p2ht9FAOym2atpBmRQndW;0.575;0.803;4;-6.081;0.0408;0.257;0.00107;0.253;129.896
6305;3Y1q37A7ecFEdR5IAMWodA;0.741;0.711;11;-7.744;0.0416;0.0122;0.000696;0.649;113.971
6306;4IF5tqSLknKGYp0uQPZw6P;0.281;0.941;10;-4.448;0.115;6.8e-06;7.92e-06;0.553;140.048
6307;7i64PjEdT5p3KOUnYLQKmV;0.456;0.832;5;-9.979;0.0381;6.22e-05;0.675;0.523;77.002
6308;6fm3OYthTpXiWqmlFGQhUR;0.332;0.947;8;-4.297;0.0968;0.00337;1.57e-05;0.369;165.786
6309;4LFwNJWoj74Yd71fIr1W8x;0.395;0.252;0;-13.589;0.0301;0.8;0.0;0.126;177.679
6310;0U3PYx4oAytrHxO0ZG1pwW;0.502;0.805;10;-4.34;0.0319;0.084;0.00138;0.813;130.062
6311;2QOMGq8wVTZbLmh7McrvgF;0.437;0.717;0;-4.803;0.039;0.0779;0.00274;0.547;178.085
6312;3wVmnHjx2BH1uhV8rH4cPd;0.594;0.728;7;-5.827;0.0569;0.215;0.0004;0.927;147.976
6313;1CmUZGtH29Kx36C1Hleqlz;0.781;0.526;6;-6.985;0.293;0.0619;0.0;0.662;94.992
6314;51jj7kS1UYkJJvgpmfXDVv;0.549;0.767;2;-6.801;0.0384;0.00754;0.00392;0.34;104.937
6315;7l2rPkE8KeXBcfTdEdczIc;0.487;0.789;2;-11.026;0.0322;0.000507;0.271;0.432;101.486
6316;0yZcjdT4KwNiWrjOAHLHtS;0.561;0.775;2;-5.805;0.0372;0.428;7.97e-05;0.917;83.624
6317;1LEp1sLVR06zJkNCl5shAZ;0.608;0.905;1;-3.768;0.302;0.512;0.0;0.842;93.692
6318;1euDTbMNRPNfKd8zZz4zTT;0.502;0.855;4;-3.27;0.0305;0.152;0.000488;0.337;86.968
6319;59nOXPmaKlBfGMDeOVGrIK;0.463;0.642;1;-4.474;0.34;0.314;0.0;0.339;83.389
6320;6fhpnwCBLVamyD7gkZhXjt;0.592;0.813;9;-7.154;0.0465;0.0014;0.000966;0.384;114.038
6321;4BggEwLhGfrbrl7JBhC8EC;0.736;0.811;9;-4.17;0.081;0.00132;0.000142;0.609;103.502
6322;46Nwb2O1xRDvpiSLWUZkGY;0.187;0.928;6;-5.082;0.0925;0.000444;0.927;0.408;140.018
6323;43AgvJKZaome3FO5syqaag;0.875;0.37;0;-13.495;0.105;0.0959;0.0;0.705;139.886
6324;5x5ll0ijvtqUTGKzkTIhWX;0.682;0.71;7;-7.484;0.0291;0.0453;0.806;0.276;100.003
6325;6IsnrcSZvmmd5db8QpQb91;0.48;0.793;2;-10.209;0.0892;3.6e-05;0.197;0.425;96.062
6326;2RjafkKr1xGs8FGnswZCFg;0.475;0.848;10;-4.433;0.104;0.342;1.22e-05;0.677;132.703
6327;4bPrKGqQKiBmf49XB4F4H5;0.54;0.966;10;-3.884;0.0637;0.000122;0.000626;0.521;94.986
6328;6rF4s1wwsOa2EZF5MF6D3B;0.258;0.978;8;-4.208;0.172;0.000519;0.000363;0.28;132.862
6329;2HcyIzVsX45jLIxK7SH2aI;0.725;0.523;10;-9.593;0.324;0.0783;0.0;0.95;76.292
6330;44psOy0D0SP8rcIiUgKgBs;0.467;0.794;1;-6.174;0.0349;8.39e-05;0.00204;0.589;162.435
6331;4dASQiO1Eoo3RJvt74FtXB;0.502;0.786;9;-4.378;0.317;0.255;0.0;0.739;169.021
6332;69EevLXrIOHZibOgV7U2tT;0.411;0.987;2;-4.926;0.149;3.01e-05;0.00394;0.242;111.089
6333;2VDdoBA24QICNHn5JkJwyE;0.518;0.849;9;-5.472;0.0664;0.0561;0.0;0.299;134.093
6334;1BMep2eRJLHOZnpL8Kd0lY;0.54;0.334;1;-11.611;0.058;0.157;0.912;0.594;91.631
6335;4tPL9PeVZY4c0jUPtSD5nx;0.783;0.748;8;-4.683;0.0892;0.147;0.0;0.806;93.222
6336;6N0AnkdDFZUetw8KAGHV7e;0.373;0.869;4;-7.719;0.0554;0.164;7.76e-06;0.696;184.024
6337;3eJH2nAjvNXdmPfBkALiPZ;0.774;0.792;10;-4.021;0.0523;0.051;0.0;0.507;122.062
6338;5jJzl8TE8njhvjtPcr5h7r;0.32;0.966;10;-5.042;0.105;0.0111;0.883;0.199;105.018
6339;5W7YROOF6bFfBexY81LFjt;0.267;0.204;2;-13.714;0.0317;0.527;0.0;0.0903;169.486
6340;2JlPCsqSKNwJD92WQeV4pT;0.2;0.974;7;-4.66;0.254;0.0063;0.148;0.0922;144.615
6341;6kPJZM97LwdG9QIsT7khp6;0.737;0.636;11;-4.546;0.0437;0.0441;6.66e-05;0.565;105.005
6342;6Bm6qUCSatPAqkQllFL7oA;0.256;0.788;6;-5.263;0.0403;0.0298;0.0;0.429;80.718
6343;6dnmovOCP7vG4ysCvX2ub4;0.293;0.99;9;-3.042;0.18;0.0185;0.0;0.377;164.577
6344;6RJdYpFQwLyNfDc5FbjkgV;0.402;0.969;8;-2.825;0.181;9.14e-05;0.0325;0.262;173.847
6345;7avvBGQq0tH4nY95guF7fP;0.398;0.846;11;-4.217;0.0441;0.000469;2.46e-05;0.411;149.893
6346;2JvzF1RMd7lE3KmFlsyZD8;0.837;0.364;8;-11.713;0.276;0.149;0.0;0.463;123.984
6347;0t1kP63rueHleOhQkYSXFY;0.746;0.765;6;-4.41;0.0993;0.0112;0.0;0.737;114.044
6348;7vS3Y0IKjde7Xg85LWIEdP;0.66;0.805;1;-5.352;0.153;0.0192;8.83e-06;0.625;103.008
6349;4SyadrABZJIjeND1HPJS31;0.921;0.668;7;-8.73;0.235;0.0949;0.0;0.892;131.059
6350;2zSlpx0pVT7GIiugud2o8E;0.581;0.336;8;-12.515;0.0281;0.509;0.0;0.743;98.736
6351;1KixkQVDUHggZMU9dUobgm;0.614;0.934;9;-3.709;0.07;0.0697;0.0;0.436;116.001
6352;5fcZLmzbKaIMrmqSrxRHHZ;0.474;0.463;6;-11.494;0.0885;0.242;0.00054;0.628;170.175
6353;5KM5wMhod0y9Aap9tKTgJ9;0.367;0.776;3;-8.094;0.0542;0.0428;5.16e-05;0.202;117.9
6354;2ZMI0QNoqU9fQZFirR9WpK;0.535;0.975;0;-2.959;0.0647;0.0297;0.126;0.689;96.004
6355;4lteGaLzU5veJOe6wnOvz4;0.896;0.339;11;-9.576;0.0884;0.0183;0.552;0.389;122.106
6356;3gzIK2dGSVvPBiohsTwEWZ;0.639;0.569;0;-7.236;0.0487;0.0581;0.000169;0.616;142.967
6357;1UwwbPgKGOoSbqqHm9Xxzn;0.598;0.954;2;-4.86;0.0801;0.00951;2.86e-05;0.235;100.98
6358;67Zm29P7zBCqtXaiFzMSVj;0.575;0.796;0;-5.444;0.0273;0.466;0.11;0.253;128.115
6359;61HVbcNeRACZpyvHrc3AnD;0.228;0.204;5;-12.319;0.0387;0.926;1.1e-05;0.195;83.372
6360;00qOE7OjRl0BpYiCiweZB2;0.357;0.653;9;-5.554;0.0654;0.0828;0.0;0.522;176.647
6361;4X3vYDvgJIAPova6R8dGPk;0.304;0.95;7;-5.419;0.108;3.47e-06;0.882;0.0658;120.094
6362;7DTTn7aeCENliHGmsWkMFo;0.724;0.852;11;-2.779;0.0998;0.0603;0.0;0.88;98.056
6363;4yAEzjMpN9RZxZLqjqmW0X;0.406;0.954;6;-3.609;0.106;0.00746;1.1e-06;0.598;159.93
6364;7Ewz6bJ97vUqk5HdkvguFQ;0.382;0.589;9;-7.315;0.0267;0.0465;0.0;0.335;140.059
6365;7xXGnYqfPeGCu4SSggDjtR;0.308;0.974;11;-3.643;0.124;0.00114;0.839;0.393;165.016
6366;6joQ1zE0lhx0UazVTK05Xc;0.503;0.891;4;-6.365;0.0982;0.000887;0.0;0.87;168.336
6367;7lGh1Dy02c5C0j3tj9AVm3;0.433;0.944;2;-5.323;0.165;5.03e-05;0.0131;0.326;172.02
6368;6EDj1nbl9wo6ivGI1t59G4;0.669;0.785;4;-6.093;0.0421;0.0685;0.0;0.84;131.957
6369;557un1HgwYMuqfWGSTmnxw;0.426;0.584;1;-5.293;0.296;0.0383;0.0;0.272;193.438
6370;3QXIPL7DrIAlLDOgpjAQXA;0.388;0.365;4;-12.91;0.0663;0.703;0.775;0.24;127.297
6371;05qCCJQJiOwvPQBb7akf1R;0.426;0.868;1;-3.702;0.047;6.54e-05;0.0;0.402;149.042
6372;4p8r9do0fAleIwrT6dOxo8;0.517;0.716;0;-9.96;0.0384;2.59e-05;0.000675;0.467;117.61
6373;0UCusXdwTyYYnVNSZizjiu;0.603;0.327;11;-13.461;0.037;0.267;5.05e-06;0.288;146.999
6374;797fEwjPjyNhkoQCHDkzne;0.251;0.843;7;-5.318;0.055;0.0715;3.99e-06;0.211;93.102
6375;4Ub8UsjWuewQrPhuepfVpd;0.679;0.715;9;-6.383;0.0407;0.0755;0.0;0.571;127.435
6376;2pJZ1v8HezrAoZ0Fhzby92;0.838;0.492;1;-5.69;0.038;0.251;0.0;0.895;115.092
6377;1F2HXIJrE2Xn81OzT2zZvW;0.726;0.769;6;-5.043;0.123;0.0293;0.0101;0.733;97.985
6378;1erDNx55IWAE9OYuBTRYgc;0.383;0.637;3;-6.993;0.0703;0.0722;0.0;0.0827;177.913
6379;2nbXgSw0D7llrE4N06FZcQ;0.42;0.947;1;-4.404;0.0546;1.16e-05;0.51;0.755;167.992
6380;2BkHqCc6PyhhjKVaZfmltT;0.165;0.476;2;-10.822;0.0353;0.886;0.831;0.134;106.557
6381;14iN3o8ptQ8cFVZTEmyQRV;0.699;0.76;5;-3.173;0.0677;0.00223;0.0;0.696;129.996
6382;2y4lAQpi5VTNLu2ldeTdUH;0.613;0.622;1;-5.794;0.0334;0.00882;0.0;0.484;80.003
6383;79uDIBaiNaxkLCmpTnAvPQ;0.587;0.961;1;-7.58;0.0452;0.0046;0.834;0.51;129.979
6384;0Hl2Vuhhhh8buesoxUk1DW;0.504;0.877;4;-7.469;0.053;0.000242;2.66e-06;0.821;106.272
6385;6QDXpTLRnZD768ZlnYSfor;0.609;0.57;1;-10.307;0.0298;0.0018;0.694;0.233;132.318
6386;0IzF2RW5WoYTFXcnLtxfjX;0.374;0.847;6;-6.006;0.0401;0.00983;0.0;0.193;105.011
6387;3N6wNh5vk9Hshfvr9YIiUL;0.591;0.905;0;-3.884;0.0502;8.83e-05;3.47e-06;0.673;120.001
6388;0qQBuGsT79rKtmmfC0V38x;0.687;0.914;6;-5.02;0.0437;0.166;0.0;0.675;126.001
6389;3ouLD7M4NsnOZPzttiqRGE;0.686;0.606;1;-9.089;0.0395;0.75;0.00472;0.485;89.986
6390;3FA9wGCQWqyoqWDPhsGtO1;0.503;0.963;6;-4.938;0.124;0.000121;0.0;0.636;104.984
6407;5gfmEhfgMIcV3He1wgDGJY;0.455;0.849;7;-5.461;0.0284;0.000493;1.52e-05;0.533;90.955
6408;3zfVj6UVenatGKid6QirRW;0.46;0.978;1;-5.25;0.0982;0.000289;6.62e-06;0.302;92.51
6409;00twZviPonMhKWN60B3l0F;0.814;0.746;11;-4.426;0.239;0.167;0.00115;0.526;93.405
6410;3sSa7INhsGUStcr0RcEeM7;0.529;0.953;9;-4.486;0.0556;0.25;0.000186;0.568;98.065
6411;3EVgZBKWXY6xOtS8mrhW1C;0.42;0.936;11;-4.31;0.0433;0.000264;0.175;0.711;153.955
6412;3I0w0pdn5s2W44gGmBxsa0;0.648;0.675;2;-6.57;0.0271;0.206;0.0;0.884;124.128
6413;5r5cp9IpziiIsR6b93vcnQ;0.871;0.701;5;-5.594;0.0458;0.257;7.52e-06;0.716;126.975
6414;5C5D8bcRksNkPYbURwTd70;0.417;0.351;7;-14.084;0.0578;0.408;0.871;0.0529;175.109
6415;5WhtlIoxoZrMmuaWWEQhwV;0.457;0.618;6;-6.682;0.0296;0.00114;0.00257;0.579;80.184
6416;7oolFzHipTMg2nL7shhdz2;0.64;0.812;8;-5.647;0.0834;0.086;0.0;0.914;86.013
6417;5Ek9NwB6PD3QNCDdSUJK5x;0.528;0.882;9;-5.146;0.0842;0.0196;0.000226;0.463;140.722
6418;0JswmIBSn3XZ15wEEtH5fj;0.369;0.42;2;-5.314;0.0384;0.755;0.0;0.257;145.864
6419;21jGcNKet2qwijlDFuPiPb;0.695;0.762;0;-3.497;0.0395;0.192;0.00244;0.553;120.042
6420;2W0uXzoYPXfim39nOKl32f;0.245;0.917;0;-8.838;0.0819;0.0735;0.643;0.133;133.713
6421;5IeU8hSt8cZXFuYsiOtHup;0.457;0.397;7;-10.97;0.0586;0.745;0.776;0.653;76.305
6422;4mea4U79l12C3Cyv91RKIT;0.615;0.217;10;-13.61;0.0453;0.76;0.851;0.555;166.054
6423;4c12ahUsA8y19zQYr14Igg;0.482;0.95;0;-4.835;0.0511;0.000165;2.64e-05;0.654;123.667
6424;3bC1ahPIYt1btJzSSEyyrF;0.747;0.937;0;-5.746;0.0453;0.0208;0.0;0.739;103.976
6425;0RLaLiVQNkYi42Lj7u7BX1;0.55;0.46;2;-12.882;0.0349;0.675;0.00524;0.341;89.403
6426;0XBEpnERQaXtEmHHTbPx9k;0.24;0.864;2;-5.59;0.0421;0.000119;0.411;0.528;176.78
6427;2eLPefNqdtcTN1pCEqlrWr;0.216;0.428;4;-7.742;0.0362;0.0432;0.0;0.168;128.298
6428;3P36AAQ4LbJ3annAvR3EOE;0.609;0.815;0;-4.337;0.111;0.0276;0.0;0.408;149.94
6429;4d4ZXH4dr5bYfgErHiZCX2;0.817;0.67;1;-6.534;0.0506;0.123;1.92e-06;0.495;130.058
6430;3vjQt1znaFEnX3PBXsgtVc;0.664;0.799;7;-5.121;0.0368;0.0932;0.000108;0.35;94.991
6431;3xCsHloPBl211Yi4UEUUcm;0.589;0.777;0;-5.386;0.0369;0.00629;0.0165;0.572;114.867
6432;4oS1UEAjl1Fs2nCpOAbp9Q;0.431;0.877;10;-4.762;0.0704;0.0002;0.000252;0.262;148.298
6433;6DvgsZ0NiEPV9qYM931T1F;0.825;0.832;5;-5.853;0.0403;0.00587;0.000789;0.713;122.021
6434;7la8N6YLMUDAXl2iAEe9Sy;0.693;0.562;0;-7.323;0.0379;0.195;0.0;0.183;123.979
6435;6CcgkjU9891S2S4lHKXaYh;0.628;0.768;0;-6.406;0.0278;0.0837;0.816;0.798;116.844
6436;1TR1KgInMmVlpCI6QWg0Ze;0.53;0.896;1;-4.426;0.04;0.000241;0.0222;0.543;128.005
6437;3yZQk5PC52CCmT4ZaTIKvv;0.572;0.912;7;-4.875;0.0707;0.00155;1.2e-06;0.606;156.073
6438;2VT56hhAcF0D3lGx9PUthf;0.855;0.488;3;-4.601;0.208;0.506;0.0;0.619;124.097
6439;0INaMqjJJe1BZpnWuCxDzt;0.651;0.92;11;-6.964;0.0665;0.096;0.0;0.735;96.02
6440;2Kx37Xuub9zgD3pIZukj8S;0.371;0.988;1;-4.229;0.0929;8.22e-05;0.612;0.161;81.012
6441;3iZ5twPwvFeOUQA4Deu8tP;0.468;0.105;6;-16.289;0.0327;0.804;0.874;0.25;67.168
6442;5dXWFMwD7I7zXsInONVl0H;0.535;0.388;7;-9.805;0.155;0.507;0.0;0.412;106.703
6443;7F7rvt9u1GuWQ8wOoruNvl;0.547;0.641;8;-6.967;0.0275;0.0188;0.00992;0.494;100.401
6444;06YKCirt0RfP49rs6qB9sk;0.756;0.557;8;-7.493;0.246;0.383;0.0;0.27;139.942
6445;59RomG1FTpnbmnu4lSrMan;0.449;0.863;6;-6.898;0.058;0.0183;0.000209;0.629;118.945
6446;6JmLarU3CA1ewRprzgqBdT;0.526;0.989;7;-4.121;0.119;8.35e-05;0.0565;0.12;149.998
6447;7CME4cSHQBk0gPFuUjq56D;0.203;0.878;8;-6.777;0.0979;4.14e-06;0.392;0.262;134.992
6448;5xBjidjbF8i2xqZwGeqypC;0.6;0.618;5;-11.327;0.0295;0.227;0.00012;0.567;120.011
6449;7mqJvR6BgtGbOssGZAfdaP;0.633;0.777;9;-4.995;0.0528;0.00941;0.000302;0.299;130.027
6450;1N1ZpYUJc9fwrqk53FGgWv;0.547;0.814;1;-6.191;0.12;0.0215;0.0;0.724;92.986
6451;2cHbN7OosXb4pA20G9Jcyg;0.388;0.41;7;-13.285;0.0565;0.229;0.00027;0.223;154.24
6452;5hEdxk7RO3wfOpJImHyvBp;0.625;0.795;1;-5.634;0.0317;0.00202;0.154;0.479;95.021
6453;3HVr6jTVwBHBa2flM0eURR;0.731;0.794;0;-5.126;0.0522;0.0323;2.59e-05;0.356;139.994
6454;7BVwi9cIzSc6tpyxsp47vJ;0.595;0.723;7;-8.256;0.0349;0.047;0.0286;0.272;108.043
6455;5sstW4WSzTNVNjDG6HIPj3;0.864;0.666;9;-7.229;0.0551;0.314;0.0;0.694;106.036
6456;1SWVDBtw6h3tm9OehOkDhv;0.772;0.821;11;-0.14;0.25;0.223;0.0;0.77;91.921
6457;1uX4IlJZMLEBMmQn6fwCqA;0.581;0.78;7;-6.17;0.0522;0.397;3.65e-06;0.698;87.002
6458;1bcioXEBfobgGko8dsexRr;0.42;0.911;10;-10.098;0.102;0.000611;0.00255;0.458;127.671
6459;4ti5I6Wxmj8CNpAxVHKohx;0.349;0.781;2;-9.789;0.029;5.03e-05;0.0264;0.496;183.768
6460;0C5X8RJXZNuGO2CfQJumb5;0.646;0.851;8;-4.22;0.0662;0.00618;0.0;0.333;129.918
6461;46Qy1xAr2K7rylRYwdQ6Gw;0.508;0.727;0;-6.159;0.0346;0.0475;3.86e-05;0.249;121.323
6462;41ZjzkJRYKHo4seEv9MSBI;0.547;0.812;3;-4.703;0.0326;0.0213;0.0;0.383;117.976
6463;13TJTw8ibmhFdDWu2xPyB8;0.665;0.799;0;-7.703;0.0293;0.0192;3.08e-05;0.806;121.785
6464;6VSmHLLvYAAkzrYFT3LloU;0.298;0.597;5;-12.107;0.0343;0.00111;0.0;0.536;180.434
6465;3nDfx9WqSNOfbuCP4yonzj;0.342;0.429;5;-8.439;0.0356;0.0206;0.709;0.392;68.387
6466;1AvavliFQoc2l0ZCCWa5VG;0.0657;0.943;8;-2.71;0.138;0.000114;0.00016;0.264;190.555
6467;2e1N4FhuB08W4iKmYpEftE;0.634;0.521;7;-5.748;0.0389;0.152;0.0;0.363;93.97
6468;3Wrjm47oTz2sjIgck11l5e;0.714;0.8;11;-4.808;0.0504;0.127;0.0;0.589;134.002
6469;0HxcQC7sWWU5rGPDA3Y3qR;0.557;0.749;0;-3.853;0.0711;0.704;0.0;0.647;143.262
